Dates,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,457,458,459,460,461,462,463,464,465,466,467,468,469,470,471,472,473,474,475,476,477,478,479,480,481,482,483,484,485,486,487,488,489,490,491,492,493,494,495,496,497,498,499,500
01/01/2020,17694774.82,175643997.6,8605285081,624019175.2,92953488.86,63767251.23,150971605.1,70291060.31,1046522800,5074850084,1133548493,590139607.3,7676008500,1950797028,4749422168,8543665331,35856856.34,81244633.08,8077959.382,464639491.6,60394505715,15399754615,950931703.3,34773694.71,17352950.85,1468869471,74013284.31,1968965397,11691349.49,149112037.4,6244184277,44284301939,64487084.79,20684522706,24898393.54,783750462.7,218321506.5,19883007.53,130951940.9,15194555.39,127533938.7,49245943.26,2364842441,64388430.44,17736264.29,821872647.7,328448268.1,29870156.13,846490861.8,108853526.1,411081621.8,10951971.79,84269252.99,518565641.4,134954366.1,8806112.263,31832169.76,3921352155,40739984.25,183743475.6,824031646.3,469461127.1,838271550.1,6710191.412,17732613.75,39926868.99,7472870336,5489178047,4882508.044,575214409.6,360158182.2,37834247.44,496259511.2,542983494,26858399.42,56798252.31,358360615.2,110989170.4,246317253.5,321088704,1272049304,23436097.56,1016526699,4011804656,2863571375,6296585.487,1564287178,56928432867,117764693.4,15670963.22,59861711.45,145649682,6471707.938,4988534.818,447476453.9,21297205.31,29808856.68,5000888.728,39740335.05,3794705289,256782407.4,185256137.1,1638656667,714964714.3,910048901.4,51973849.02,252766154.9,9124286641,23299611787,154392585.3,22283979.16,622269347.6,843081910.4,44390671.15,27995580.02,73291078.16,7591821021,103315020,617749256,197909148.1,8779687528,7120618760,785589575.3,13338334.59,204321077.6,2849563794,109629477.3,380200677.2,15538724926,1460564215,2226154215,7674251161,639458320,149432117.9,7135545595,829589271.8,359107020.9,433549535.3,98932069.63,3761763178,1186615595,213522824.4,15029965973,736801.3459,7619662.48,128514372,368064561,6651835.718,877820776.5,1051349845,141457953.5,73876506.2,275570094.2,3602991283,3761146946,4595945051,142623063.7,1354741275,368680555.3,5563898.429,846561541.1,151909627.1,253515798.3,77056895722,7090182123,6020065960,50420498.96,2350906534,80054277.1,1012203035,276866840.9,10265491157,120889181.7,2963907883,66422759.63,261256579.5,231209637.1,5765791193,2555626454,3.13782E+11,15001887.04,806198.5518,340482313.1,33117906.93,146718015.8,854780225.6,610216872.6,8882311829,2794776.354,98739496.31,7994796672,108839881.4,1339724970,524110020.6,45506318397,6363148430,610244493.2,169307677.9,150229984.5,67700687.79,724366252.2,10207204.59,201599007.8,228510636,43235774.09,112093479.5,48954456.35,226828972.5,6763308497,359653999.8,47498337011,12438056.4,26523926.64,47749149.35,451291566.5,26550370.48,3420871400,338390227.8,2049663891,96477642.81,193514241.7,397817956.6,48661226.58,574720211.6,68132453.2,81062194.04,155826599.8,3426882.338,461074005,37022301.41,3126246301,61742688.29,9543448602,1521255688,528613432.8,380672726.7,60801381.45,28670920.67,70623274.77,16336647.29,3458276003,125282089,317394465,265040570.1,86895337.38,1886664999,350603212.6,19580661.92,7043495.867,171697170.2,696933033.2,29501228.72,219746522.8,9018354710,32813365.39,29700849.96,23345147.17,2609853349,563897192.9,9654013033,5507469.583,7756245.863,5934693553,709946915.1,57349070.04,149770573.2,6432674558,2944549836,7334298158,89741769.69,14092602.43,421588787.9,13420354709,69370680.5,616954984.6,431336338.7,104239927.5,21153485.94,145203543.2,2645084917,410585749.5,16082741.52,167204098.4,319266070.1,3708565263,28867328.31,44283094.57,9805556680,188217201,2828260878,23800555.32,1156150821,190134225.4,48556623.8,925468865.3,169432555.5,269352204.1,19327978764,7270013723,44545077.82,1127898457,1663226607,180240126.7,142113578.2,3841038627,449264334.9,1194178498,410104532.6,14734876626,2944633783,2117488539,27225471883,3.18524E+11,16899997.01,2035181451,291182752.1,10269722244,6883877289,466269083.6,843573282.6,59999712.67,1606411684,647487636.1,180692243.9,111195049.1,1126096220,53462886.82,91438213.12,931609502.1,1913243201,467582769.2,957490542.3,1702042212,3614464531,4602360370,41022873.56,1145714297,552715878.4,277476673.3,2163400928,197504115.8,1826793852,20503216177,12505064841,2390108506,2762692537,222075715.3,3708070013,2191051.365,364258851.9,1750645697,102612098.2,161358859.8,2990781231,518398418.9,605467521.9,543958697.7,2157419924,5005698433,12320581919,949377202.5,229174118.5,12088579335,1848140259,564121845.5,2200326845,1035656344,3105796192,1456174748,2026663913,381379499.2,164309601.9,1002520986,12005272534,1917778715,151689461.3,544602913.2,262851932.5,457877709.6,3639745194,1115259058,3740679676,26562616082,348250487.7,4028300116,8421533528,6436351627,5482288810,382990582.4,135332785.3,540655208.8,316143401.3,19691072753,448343493,1221778581,130701090.4,1046650405,31607389.72,4081604576,202479382.5,863458051.4,137049562,3881184295,297400240.7,1138736.053,174539670.3,3130885493,630285535.9,552498681.4,1248884404,545608209.6,25844947338,82178104.06,8576428970,3419836326,965827.4278,6663956854,784501253.5,1986572060,4557661982,472352710.5,754663980.6,187911466,154314823.7,590737534.7,1348653252,254550271.7,5258280819,593349475,318963482.7,1631264062,519310729.2,97074212.2,1352485433,689178449.8,817217674.9,98083714.57,21907681.95,3056897465,222616010,55814410.03,1296925315,15527761113,2106118315,659127362.5,287821080.7,735120910,5357534522,92192352.09,483326634.6,1074028988,4645264267,721637304.7,2951706029,595709718.5,1050466151,54418031.66,4984169663,804749090.8,65797894.94,520386145.4,119257317.6,389401055.4,3588512420,1191082693,428513277.6,704105519.3,1269798184,3140603824,4869391188,870954110.6,1190828586,8016287955,209200703.8,84506203.68,1428586989,21237161528,538317389.4,132600203.7,12486135838,268098519.7,1903705098,961776818.1,472175506.7,233056128.1,2931911030,1073729816,5193163871,12965829973,48326480.86,340726175.8,40662186.23,1014566190,2559483368,3217559633,39924387904,42227951908,3804589802,460705417.1,6057107318
02/01/2020,18026818,163603084.4,8784351975,636390098.1,88652285.86,62824698.02,151520241.2,69049942.33,1026802425,5219439424,1153200266,588216313.9,7671083603,1968401102,4652516387,8406839555,35772324.13,82891770.08,8142561.795,471773360.2,61628424452,14626310311,943869393.2,34705832.98,17695253.69,1446495170,73272886.47,1980666987,11835214.17,147728862.7,6078521086,44009617988,65013783.67,21322715867,24943784.85,790117650.3,220664094.7,19808959.95,130093919.2,14870735.34,126762858.8,48176840.02,2360986838,65526063.37,17814829.03,828501741.5,334245036.9,29996630.69,834869790.5,108844334.7,452955396.1,11050825.83,83644539.33,514212832.4,136183976.1,9016597.717,31755410.21,3782413605,40843111.09,182746125.2,806478709.7,472505845.1,838453510.6,6726858.363,17513734.73,40091419.01,7503392999,5450932424,4808745.375,546578985.8,362696551.5,38354661.62,494246693.8,551072208.7,26859950.22,58246551.53,364513650.8,111676513,248676438.3,317952674,1187119682,23306912.6,1021172401,3943216765,2807304061,6112835.813,1573680983,59821590357,117231444.7,15665383.73,63223971.82,147962158.8,6090763.761,4780989.54,444730790.3,20987337.17,30286019.22,5083911.29,40208202.1,3741087589,262558264.2,184756462.9,1636307718,706086239.5,918784599.8,50946762.57,256681867.7,9166751037,23432878309,155248090.3,22429479.51,627138674.4,863939215.7,43980500.06,28220344.47,73101653.03,7720321912,102536694.1,622520007.9,200454871.4,8817411857,7252761531,765085219.1,13387459.94,213902301.3,2769014194,110569869.2,374716713.5,15610924548,1428807161,2219978861,7689899268,643586421.9,148804037.7,7087512001,840927708.1,357178031.3,433131202.2,99263842.81,3715741402,1193182331,215308022.9,14970001034,738376.6993,7768515.248,127650562.2,365517294.1,6599262.989,868835666.9,1073214699,143654428.2,73805222.33,274123453.2,3702776392,3603119636,4707296099,143744386.2,1354047862,372618933.9,5606633.933,857200960.5,151751507.4,254633814,76598495873,7097937360,5654918225,48771717.65,2333435231,80424966.38,1039100668,279160173.7,10604165101,121020174,2916262400,66416759.25,262029271.2,239571177.6,6031086628,2552005176,3.1747E+11,14992513.92,786179.4537,351040911.3,33385641.58,148968812.6,841135917.7,606982904.9,9004166730,2815018.211,100309610.1,7896782728,108697339.7,1346516573,524881352.4,45710668780,6384035064,599037777.3,170190988.9,151602531.6,69498349.88,725090618.5,9996636.633,203925144.7,227429303.1,42604962.19,112561626.5,47271647.22,228392961.2,6805558036,363379926.9,47149723203,12659999.64,26842766.86,48503193.01,458432776.9,26452733.73,3384722679,339971718.7,2081599968,94067411.91,193683876.2,399010965.7,48348627.01,589620573.6,68727623.36,81127126.63,152302484.5,3449495.391,452890114.2,37176021.28,3067221561,61845580.69,9490728374,1520458553,539508541.5,380526927.8,61278914.65,28772237.71,72876526.98,16153415.21,3494265295,128486227.2,322800041.5,267452549.8,85725450.52,1861257292,355978248.6,19494182.26,6821178.213,168629277.6,712502706.2,29360275.35,218499326.7,9122798016,32311878.46,29302966.14,23118235.22,2616456931,568467251.8,9806105776,5332994.48,7900175.036,5960662804,720972463,54974183.42,154838296.7,6479847204,2949447502,6802626058,90775063.92,14022364.14,407924342.1,13214049229,68917137.58,619926192.8,425061570.6,105770040.6,21442783.04,147661616.2,2595581496,420063924.2,16469026.53,167061514.4,324564940,3544861649,28521873.35,44432749.07,9798497815,187095380.4,2833549474,23456636.11,1142189009,184622472.1,47681158.93,921254047.4,168395748.4,270662956,19632820809,7361718145,45527680.97,1147704817,1619058914,179406907.1,143621848.8,4078188731,461797541.9,1173320827,418550734.1,14703768502,2944115460,2156746736,27159705191,3.14552E+11,17086516.81,2055939237,301714032.3,10517020349,6881674802,465583846,832041558,59894259.4,1612120258,651447364.4,179676709.3,109356343.5,1048883200,53998844.16,91406872.45,918756915.3,1901880481,480027278.9,941027648.2,1691305699,3631332522,4775473350,41505513.58,1139920169,558989049,277034914.4,2211031142,197577613.3,1824769573,19531697221,12594486603,2365739377,2820291354,227567507.1,3730127882,2225208.053,365710686.9,1801494143,102991780.9,162822566.3,2994440693,521296567.7,602544798.4,541120880.9,2164662586,4824275900,12095845278,947946066.3,225935780.4,12166774176,1878470114,573027483.6,2222208541,998199046.9,3070057161,1465635223,2047535789,387487828.8,160221911,1012136244,12197890922,1915440469,149155999.9,534408793,268123634.5,455645795.7,3572338944,1099134299,3818618548,26550834592,346797350.2,3932872085,8390683539,6246302217,5314004945,377439010.8,132625796.7,539741591.4,320261637.8,19874643402,445287184.8,1219229029,130276666.6,1043031560,31692742.32,4069844266,203041932.5,866172283,133099438.3,3864871187,287430446.4,1148307.429,174033245.3,3119168796,613367386.7,553955639,1243017362,536477161.1,25901509382,80364302.72,8475805780,3410108883,957731.1044,6844078544,761184922.3,1984924901,4657330410,465553515.5,773244776.8,189203764,156955451.3,611780296.9,1332516100,254178076.5,5290573911,586506776.3,320260057.2,1634387409,523436045.3,94990525.44,1367356954,690233840.9,822552492.4,92041623.39,21890916.88,3054529025,223776301,55269383.72,1287787053,15356007802,2105472232,658176289.6,287601780.9,732200982.9,5263134069,89306713.97,479224563.2,1088952028,4666648141,721967553.8,2920780906,596383895.5,1048028520,53046181.98,4975888634,798003063.7,65718764.36,512329287,119801390.8,386730275.6,3582746393,1198309921,425122329,692432833.5,1268380343,3158896011,4921416138,862521763.7,1253723158,8166216341,208674591.4,84381678.56,1453471651,21457725067,541706762.4,133520444.4,12666634529,267658229.9,1960788715,933446462.4,473617212.2,224658883.2,2916833739,1078559684,5246589876,13045256598,47779369.24,343094821.8,40964764.17,1015656645,2559115514,3172253589,40410444082,42427711748,3799394004,455996284.6,6015714455
03/01/2020,18452111.44,164888298.4,8755066604,598463950.3,88820210.97,61495004.89,151705502.9,68006457.58,1040313916,5353194564,1147521897,582453714.6,7817314771,1969062824,4582230083,8336778727,35931258.59,82668858.68,8301153.426,476294947,58839134484,14408233887,932102023.1,34916058.1,17990501.02,1450562481,73621683.63,2006814466,11923365.12,150051284,5977713429,43401248747,64366745.43,21337607569,24525556.86,776033808.5,224170919.2,19416440.11,135124030.1,14918441.07,125620997.8,49050083.34,2323690803,65966858.94,17438888.12,832627892.7,335167355.5,30011756.24,857742123,108307658.2,449127375.1,10955825.82,83523040.57,515833685.6,138922933.7,9172433.06,31140596.67,3839102736,39232085.15,182907190.6,810789131.1,468100876,819188020.8,6769729.692,17152249.36,39857561.87,7591047596,5878310305,4815856.943,533148768,358223832.5,38830168.43,501288103.3,558722168.5,26599769.48,59057469.84,372369324.6,106538769.2,244080175.8,320405916.2,1236970473,23539014.99,1058538720,3967190376,2821199010,6181835.13,1571018137,59434055366,120035232.7,15509418.57,62980860.8,147865537,6162377.842,4851204.947,442615161.7,20766567.7,30550627.24,5093489.623,41529604.76,3716285965,263394722.5,186333222.6,1634684515,692741851.4,890333463.2,50096792.04,257993044.7,9115116134,23783856264,157268922.4,22411904.09,636630993,854811082.7,43382407.85,27244919.79,73746119.78,7744474318,101731459.8,637575380.9,201664946.9,8718666328,7169840873,760226382.6,13264428.77,213423704.2,2789456573,111025060.9,392806188.6,15475023497,1394123661,2235083678,7664537736,651986799.8,148190811.2,7006618159,844783539.2,355177479.8,428038105.8,100981579.5,3755887043,1198221358,227409434.1,14823502451,741748.3936,7881393.899,126176508.9,360691602.5,6540574.304,855149788.2,1074369079,151087303.9,73915913.73,279790064.5,3690974077,3568160556,4647777547,142227145.2,1348973867,358109649.6,5690586.603,862127707,153626572.5,244038840.2,76164693464,7159451975,5638640214,50893041.54,2303664214,79721072.25,1050459781,281850062.7,10547965229,118576239,2912193215,65637877.86,268193148.7,231223610.7,5992618238,2550982829,3.15766E+11,15380332.46,784322.9413,348012379.5,34338671.72,151159387.7,848805544,597979322,9023745353,2825417.572,102009487.1,7824637798,110209596.9,1399710568,516336056.8,46306853905,6504900194,591812038.5,169253682.4,151673968.1,70103063.6,725815709.1,9843418.618,200691709.7,223557184,42585864.19,111395312.2,47146264.22,232368377.1,6867980097,360121532.6,46973878082,12687559.15,26890386.41,48782426.63,452068690.6,26640663.36,3485370043,341523716.6,2084140858,97053542.98,195356107.8,408428072.3,48461258.48,586795775.7,69365557,80490069.83,151101024.3,3472057.903,439242812.8,39079534.71,3078474374,61609008.7,9626160066,1544982758,542199141.9,377953872.8,61566883.72,28929932.49,73510488.04,15642311.29,3601391782,131360644.7,329905011.6,267895603.2,85733755.42,1854214892,358045183.2,19448530.03,6504126.129,165767192.6,681659857.6,28975942.23,222495228.1,9298259934,32542983.76,29336701.73,23237427.81,2614732673,553192779.9,9865676989,5198009.961,7796356.857,5876595322,702470447.7,54974677.4,157782777.8,6560971355,3003455733,6701737822,89294250.98,14022010.39,389653864.6,13461481917,69978474.89,621533916.1,415295041,110345983.8,21702666.3,143178904.9,2645269477,410727042.1,16189587.55,167665209.5,330658945.8,3556187437,27624910.91,44058442.02,10064901136,184839571.7,2851044191,23459787.63,1147470326,186729523.2,47276142.43,916432549.4,168073611.8,268462186.9,19713558452,7402113978,46162835.18,1147355337,1639336489,177044817.2,142503180.4,4066239217,465292885.3,1149736214,416747566.6,14334458000,2929988881,2108351716,27166067254,3.11975E+11,17123314.21,2048618622,297635953,10494522481,6880268379,467082011.4,823826877.4,59411839.1,1584569539,689250230.2,179607871.7,109211768.8,1040884707,54332361.45,89714937.92,901832565.9,1875790374,497475558.2,929075604.3,1697314693,3631692890,4710348703,42078710.77,1128450551,559447791.9,283141659.9,2229468590,191336074.9,1797737748,19329771659,12962171297,2324210992,2831242930,231541457.6,3722757695,2202871.411,365041580.4,1754915244,106261220.1,161532925.4,2993935541,511566840.5,602387038.8,542394136.6,2147101852,4894172206,12053005225,985449544.3,228918338.8,11962933348,1921230647,575468825.5,2192053721,994119151.9,3035067846,1455121494,2016858438,392373356.2,160710217,996056400.3,12420591697,1890599549,142804506.9,539622639.8,270696202.3,454091822.6,3582084389,1114235689,3738697117,26282736753,348840526.4,3959786162,8194331034,6227634836,5302154146,373933031.5,131898877.4,547775375,313390636.7,19959003734,417454023.6,1224787517,127577324.7,1030589641,31656639.94,4091462257,201741703.7,857274592.2,134563085.6,3822696389,274425536.9,1158158.766,163627733,3154916819,619740198.1,558316699.1,1288422104,542312270.6,25048896035,81110419.94,8471381613,3416226933,966824.5661,6850223845,764003374.4,2004435800,4646572247,462346266,739965155.8,185847594.5,156340492.3,612076912.4,1270693106,243479448,5145801099,569498940.4,319968118.8,1555649549,499352131.7,95716812.78,1370286886,705468246.5,834411504.3,88624228.42,21707616.33,3049805821,228040767,54416571.81,1256324593,15468493993,2104334081,662865152.6,292120157.4,731774910.1,5179253349,89462499.47,502524359,1083471877,4639175649,733104380.5,2844356642,599437065.5,1073953905,52823710.99,5024557543,777568606.5,65573389.32,500961717.4,119008513.5,383308955.5,3540094157,1186979665,427170936.2,692794989,1263510310,3115710612,4990501805,871686474,1275603416,8068492632,209626775.3,83875841.73,1460441092,21546894817,545086707.1,134503446.6,12652207382,263560923.4,1866963414,933425900.5,474794433.8,230209794.5,2881767492,1093314829,5254999303,13079206093,47831089.96,341087401.5,40577987.25,1009019079,2584946904,3142614774,39618403691,41474719687,3851075730,444295227,5897544498
06/01/2020,18326239.56,163589935.1,8378196773,600276888.3,89321676.87,62179458.83,150254563.6,68494842.89,1026898486,5308400197,1136543230,581542062.2,7837741984,1949634205,4643585563,8392770668,35446709.32,82641307.72,8427244.008,471083248.2,58908377434,14306280182,917824973.9,34889401.2,18272259.92,1451051649,77908370.73,2011493485,12311695.98,148588353,5689063786,42679277104,63757198.4,20874774235,24462487.42,790174394.7,223492145.3,19182890,141130276.8,14916286.29,124096086.3,49018666.48,2355325295,65801194.9,17497636.71,817820269.1,333497227.3,29507497.99,866537112.5,108733752.8,444356451.2,10911363.93,82014717.89,505069577.6,140600686.7,9034342.263,30727818.42,3886963792,39811335.93,181609769.8,797982900.1,462635425.3,821986304.9,6916172.78,17193921.58,40031952.81,7465080924,5821484519,4971342.76,535928018.7,360928682.6,38823559.59,499653752.4,558093443.7,26194030.11,57832369.69,367215648.4,101831528.6,248746393.2,324407499.6,1248505442,23507811.36,1060062314,3985761283,2872068708,6015124.117,1602530427,59022312178,120474658.9,15505503.17,65322440.1,146495992.7,6140154.398,4761711.414,448867782.8,20889153.8,30534457.22,5204000.889,41576789.47,3845252363,262057805.9,185664825.9,1620006828,683401947,885400057.9,50683196.86,258742643.1,9007608024,23894468943,156215911.4,22641148.19,639647581.5,845447915.6,42621757.21,27139378.35,73331214.6,7719775186,105047681.4,634646670.2,201768566.3,8782850856,7192750373,772164321,13095370.5,208613033.4,2838012425,113798892.1,398001603,15709764733,1348800561,2228810247,7992707053,659714013.9,146943890.3,7033472823,843009895.3,359165757.9,434524057.4,99289518.48,3917008728,1217482429,234919029.2,14911218403,722912.1668,7922297.634,129723966.9,355637295.4,6395161.809,861143231.9,1052817779,151242602.2,72845263.44,274143748.1,3638821312,3570963716,4632053697,143473088.9,1333254828,358160214.3,5674485.048,870880697.2,152508251,248717368.8,76242909677,7199848698,5649848430,49846310.53,2385800145,79407273.37,1064210598,281499885.8,10703143571,124919798.7,2930595555,67012897.3,268586172.7,235074447.5,5981197670,2579507920,3.14995E+11,15348339.32,790217.6708,349852685.8,34007434.88,150301542,868762484,597298445.8,9086363417,2778178.628,104280851,7334986393,110693242.5,1375686893,513169386.4,47465556903,6618547777,602013565,169763001.2,150760923.7,69249677.71,726541524.8,9364376.188,204916027.1,224255549.5,43878540.86,111182963.2,46807201.38,227395592.4,6900429377,361485374.8,47347265780,12717878.72,26280846.76,48537696.85,449089920.9,26121627.04,3492190761,337140676.8,2095705554,96424965.25,198450676.6,400602295.8,48759367.72,576773864.3,71475671.71,81150394.74,151077389.6,3481279.636,440638020.7,38944618.15,3002838197,62010754.02,9573828703,1578602573,538757912.2,378658307.5,61756297.15,29045339.17,73070282.82,15764010.26,3589121443,130749405.7,308626806.5,267710200.1,87729935.29,1844303812,356327923.8,19579590.09,6447105.995,165364651.4,666798404.9,29390049.33,220235440.8,9289212169,33185865.18,29680655.45,22822767.27,2650352687,545262065.4,9935539050,5145042.765,7813540.497,5864019809,702206653.1,54371664.58,158790879.7,6520572352,3025055623,6819519474,89851197.16,13860259.56,390595556.4,13335007368,74424665.51,621125246.8,420787106.6,109308045.4,22234215.92,140850481.2,2659470000,410465986.4,16341680.16,165928697,324047766.7,3577445541,28097591.4,43656922.23,9981591308,187434062,2889161654,24523185.5,1148078302,183350996.6,46641777.12,1011286329,165966404.1,263875265.3,19649685591,7370560019,46798154.47,1165440778,1619177236,176024859.6,142272376.1,4099678727,464756232,1130986646,418256197.6,14083904318,2935782301,2115453426,26929322761,3.20008E+11,17097571.59,2036487046,302848541.9,10197226059,6987244851,472687791.7,825724017.2,59434237.66,1576791349,690374559.4,179168566.1,108855804.6,1056919534,55192862.27,90847099.26,888691628.8,1855796181,489383743.9,938497612.5,1723734449,3633977610,4693840320,42314949.02,1163005155,558243369.5,287591670.7,2258102864,188565861.4,1783841490,19416620644,13143285154,2327251550,2832513449,229221152.4,3743162157,2214482.572,374044691.7,1723854817,105482807.6,157360387.4,3050686100,511231348.7,607665884.7,535110082.5,2042183559,4940860048,11924202941,953831667.7,227763266.4,11900188883,1916081539,598600482.8,2213650498,993067453.1,2987299087,1469475528,2027214447,393719227.7,165608859.9,969459815.1,11731275380,1850645753,144114628.9,498091878.3,270718292.1,464086447.7,3597672560,1136478523,3714719411,26851744656,352037619.6,4064701325,8125167778,6329599348,5358256775,371038152.7,130550146.2,546715186.9,311604646.9,19684503798,411500269.7,1201342670,130936253.1,980844880.5,31808686.99,4177084582,201832013.9,858889219.7,129657648.4,3823433611,272079786.8,1167079.33,162383055.4,3194867798,623255342.4,557180004.9,1308607765,540970798.4,24986843819,81510130.41,8493716460,3468552100,995440.323,6851689564,752709884.8,2025071271,4618290108,450439221.2,732132235.3,184568200,156451245.4,621804562.7,1269058323,240090553.5,5208001791,572803394.2,313725508.1,1554815520,513467798.7,97660411.44,1372127045,704196953.7,824855385.6,86115555.38,21324422.54,3086615779,228220117,54923531.82,1268562303,15636096479,2003001439,649039421.1,288915681,745730257.6,5217415198,88070024.63,502750526.2,1051822640,4858896810,747356265.4,2875897557,609526134.8,1081018938,51727495.56,5078994388,778565411.8,66108130.07,499576913.3,123291649,375386195.2,3615317974,1193839001,428733945.5,688356664.8,1306484326,3126229145,5067804231,864743318.4,1294305619,8371941858,204317788.5,84517573.72,1497700534,21056050484,550350387.3,134200655.2,12539218456,263962471.4,1805619932,925865208.7,472597426.9,235869313.5,3008124653,1074182354,5348860189,12808631724,47795733.88,334637444.8,39904827.95,1017195042,2543380255,3128045821,40480028988,41478266785,3818204438,447783975.2,5999463924
